ats,token,company,roles_fetched,vendor_claimed,verdict,vendor_publishes_count,error
smartrecruiters,McDonaldsCorporation,,4,4,complete,yes,
smartrecruiters,McWaneInc,"McWane, Inc.",138,138,complete,yes,
smartrecruiters,Minorinternational,Minor International,154,154,complete,yes,
smartrecruiters,Miratech1,Miratech,266,266,complete,yes,
smartrecruiters,MonoSoftware,,4,4,complete,yes,
smartrecruiters,MonroInc,"Monro, Inc.",303,303,complete,yes,
smartrecruiters,MontamoGmbH,,13,13,complete,yes,
smartrecruiters,Morguard,,22,22,complete,yes,
smartrecruiters,MotelOne,Motel One,126,126,complete,yes,
smartrecruiters,MysticInvestHoldingSA,"Mystic Invest Holding, S.A",93,93,complete,yes,
smartrecruiters,NCC,NCC,138,138,complete,yes,
smartrecruiters,NECSWS,NECSWS,90,90,complete,yes,
smartrecruiters,NETZSCHGroup,,57,57,complete,yes,
smartrecruiters,NEXTON,NEXTON,201,201,complete,yes,
smartrecruiters,NazarbayevUniversity1,Nazarbayev University,115,115,complete,yes,
smartrecruiters,Nemera,Nemera,90,90,complete,yes,
smartrecruiters,Nexity,,17,17,complete,yes,
smartrecruiters,Nexthink,Nexthink,93,93,complete,yes,
smartrecruiters,NielsenIQ,NielsenIQ,384,384,complete,yes,
smartrecruiters,O-I,O-I,166,166,complete,yes,
smartrecruiters,OCTOTechnology,,43,43,complete,yes,
smartrecruiters,OECD,,16,16,complete,yes,
smartrecruiters,OFX1,,2,2,complete,yes,
smartrecruiters,OTTOFUCHSKG,,67,67,complete,yes,
smartrecruiters,OUTsurance,,12,12,complete,yes,
smartrecruiters,Ocorian,,63,63,complete,yes,
smartrecruiters,Oetiker,,41,41,complete,yes,
smartrecruiters,OliverBonacini,Oliver & Bonacini,100,100,complete,yes,
smartrecruiters,OnActuate,,3,3,complete,yes,
smartrecruiters,OntarioTransitGroup,,15,15,complete,yes,
smartrecruiters,Order,,1,1,complete,yes,
smartrecruiters,OurNationalConversation,,8,8,complete,yes,
smartrecruiters,OutpostVFX,,31,31,complete,yes,
smartrecruiters,PROVALLIANCE,PROVALLIANCE,315,315,complete,yes,
smartrecruiters,PSICRO,PSI CRO,216,216,complete,yes,
smartrecruiters,PalRobotics,,3,3,complete,yes,
smartrecruiters,ParkerDrilling1,,27,27,complete,yes,
smartrecruiters,PassionForLifeInc,,9,9,complete,yes,
smartrecruiters,PenFinancialCreditUnion,,3,3,complete,yes,
smartrecruiters,PeopleCanFly,,12,12,complete,yes,
smartrecruiters,PeopleConsults,,1,1,complete,yes,
smartrecruiters,PhillyTechCo,,7,7,complete,yes,
smartrecruiters,PilotCompany,Pilot Company,1766,1766,complete,yes,
smartrecruiters,Playtech,Playtech,117,117,complete,yes,
smartrecruiters,PortmanDentex,PortmanDentex,238,238,complete,yes,
smartrecruiters,PortsmouthHospitalsUniversityNHSTrust,,45,45,complete,yes,
smartrecruiters,PowerGenRenewableEnergy,,8,8,complete,yes,
smartrecruiters,Primark,Primark,885,885,complete,yes,
smartrecruiters,ProcessProConsulting,,2,2,complete,yes,
smartrecruiters,ProcomServices,Procom Services,223,223,complete,yes,
smartrecruiters,PureIntegration,,2,2,complete,yes,
smartrecruiters,Pyrotek3,,19,19,complete,yes,
smartrecruiters,QSL,,40,40,complete,yes,
smartrecruiters,Quadient1,,72,72,complete,yes,
smartrecruiters,RAKUNA1,,7,7,complete,yes,
smartrecruiters,RDPartners1,,10,10,complete,yes,
smartrecruiters,RESPECInc,RE/SPEC Inc.,112,112,complete,yes,
smartrecruiters,REWEInternationalDienstleistungsgesellschaftmbH,REWE International Dienstleistungsgesellschaft m.b.H,151,151,complete,yes,
smartrecruiters,REXEL1,REXEL,732,732,complete,yes,
smartrecruiters,RFConnect,,3,3,complete,yes,
smartrecruiters,RIVOHoldingsLLC,,8,8,complete,yes,
smartrecruiters,ROCO1,,18,18,complete,yes,
smartrecruiters,RTE1,,39,39,complete,yes,
smartrecruiters,RWWA,,6,6,complete,yes,
smartrecruiters,RaisingCanes,Raising Cane's,584,584,complete,yes,
smartrecruiters,Ramboll3,Ramboll,1024,1024,complete,yes,
smartrecruiters,ReachPlc,,7,7,complete,yes,
smartrecruiters,RedBull,Red Bull,1235,1235,complete,yes,
smartrecruiters,RedPoints1,,9,9,complete,yes,
smartrecruiters,RedWingShoeCompany,,62,62,complete,yes,
smartrecruiters,ReitmansCanadaLteLtd,Reitmans (Canada) Ltée/Ltd,316,316,complete,yes,
smartrecruiters,RelaisChateaux,Relais & Châteaux,669,669,complete,yes,
smartrecruiters,RheinGroup,Rhein Group,118,118,complete,yes,
smartrecruiters,RipplesEdgeMedia,,1,1,complete,yes,
smartrecruiters,RobertBoschKrankenhausGmbH,Robert Bosch Krankenhaus GmbH,139,139,complete,yes,
smartrecruiters,RodeoFX,,48,48,complete,yes,
smartrecruiters,RolandBerger,Roland Berger,204,204,complete,yes,
smartrecruiters,SBBCargoDeutschlandGmbH,,19,19,complete,yes,
smartrecruiters,SGS,SGS,4485,4485,complete,yes,
smartrecruiters,SIXT,SIXT,505,505,complete,yes,
smartrecruiters,SMAC1,SMAC,218,218,complete,yes,
smartrecruiters,SNV,,12,12,complete,yes,
smartrecruiters,SOSi1,SOSi,331,331,complete,yes,
smartrecruiters,SPHEREA,,26,26,complete,yes,
smartrecruiters,STMARYDEDICATIONBRITISHINTERNATIONALSCHOOL,,10,10,complete,yes,
smartrecruiters,SWARCO,SWARCO AG,121,121,complete,yes,
smartrecruiters,SYNTEGON,SYNTEGON,113,113,complete,yes,
smartrecruiters,SalesianerMiettex,,41,41,complete,yes,
smartrecruiters,SamsungEnA,Samsung E&A,180,180,complete,yes,
smartrecruiters,SanaCommerce,,4,4,complete,yes,
smartrecruiters,ScalableGmbH,Scalable GmbH,103,103,complete,yes,
smartrecruiters,ScyneAdvisory,,28,28,complete,yes,
smartrecruiters,SedusGruppe,,35,35,complete,yes,
smartrecruiters,SegulaTechnologies,,1,1,complete,yes,
smartrecruiters,Selfa2,,4,4,complete,yes,
smartrecruiters,SeniorLifestyle1,Senior Lifestyle,556,556,complete,yes,
smartrecruiters,SeniorPlc1,Senior plc,174,174,complete,yes,
smartrecruiters,SevenSenders,,12,12,complete,yes,
smartrecruiters,ShijiGroup,,11,11,complete,yes,
smartrecruiters,ShowroomPriv,,4,4,complete,yes,
smartrecruiters,Sia,Sia,591,591,complete,yes,
smartrecruiters,SibyllineLtd,,8,8,complete,yes,
smartrecruiters,SikaAG,Sika AG,705,705,complete,yes,
smartrecruiters,Silvaco1,,18,18,complete,yes,
smartrecruiters,Smartkarma,,10,10,complete,yes,
smartrecruiters,Smartylink,,2,2,complete,yes,
smartrecruiters,Sobi,Sobi,103,103,complete,yes,
smartrecruiters,Socotec,SOCOTEC,721,721,complete,yes,
smartrecruiters,Sodexo,Sodexo,150,150,complete,yes,
smartrecruiters,Solidigm,,57,57,complete,yes,
smartrecruiters,SopraSteria1,Sopra Steria,2002,2002,complete,yes,
smartrecruiters,SourceBioscience,,0,0,complete,yes,
smartrecruiters,SpadeworxSoftwareServicesInc,,12,12,complete,yes,
smartrecruiters,Spie-batignolles,Spie batignolles,530,530,complete,yes,
smartrecruiters,SpringVentureGroup1,,4,4,complete,yes,
smartrecruiters,StaubliGroup,Stäubli,124,124,complete,yes,
smartrecruiters,SteelFabricatorsLLC,,26,26,complete,yes,
smartrecruiters,StepStoneGroup,StepStone Group,90,90,complete,yes,
smartrecruiters,StratasFoods,,58,58,complete,yes,
smartrecruiters,StreemEnergy,,10,10,complete,yes,
smartrecruiters,StrerSECoKGaAStrerGruppe,Ströer SE & Co. KGaA (Ströer Gruppe),250,250,complete,yes,
smartrecruiters,Sutherland,Sutherland,421,421,complete,yes,
smartrecruiters,SwissMedicalNetwork1,Swiss Medical Network,102,102,complete,yes,
smartrecruiters,Swissquote,,41,41,complete,yes,
smartrecruiters,T-SystemsIberia,T-Systems Iberia,127,127,complete,yes,
smartrecruiters,TBCBANK,TBCBANK,157,157,complete,yes,
smartrecruiters,TTP1,,39,39,complete,yes,
smartrecruiters,Talan,Talan,479,479,complete,yes,
smartrecruiters,TeamworkCorporate,,81,81,complete,yes,
smartrecruiters,TechlandSA,,22,22,complete,yes,
smartrecruiters,TeideesAudiovisuals,,2,2,complete,yes,
smartrecruiters,TessenderloGroup,Tessenderlo Group,100,100,complete,yes,
smartrecruiters,TheAdaptavistGroup,,30,30,complete,yes,
smartrecruiters,TheArtemisCenterForGuidance,,3,3,complete,yes,
smartrecruiters,TheDownsizersLLC,,2,2,complete,yes,
smartrecruiters,TheNielsenCompany,The Nielsen Company,125,125,complete,yes,
smartrecruiters,ThePAMFirm,,5,5,complete,yes,
smartrecruiters,TheTileShop1,The Tile Shop,231,231,complete,yes,
smartrecruiters,TheUniversityOfAuckland,,52,52,complete,yes,
smartrecruiters,TheWarehouseGroup1,The Warehouse Group,204,204,complete,yes,
smartrecruiters,TheWonderfulCompany,The Wonderful Company,210,210,complete,yes,
smartrecruiters,TheYirosShop,,40,40,complete,yes,
smartrecruiters,TheracareINC,Theracare INC,155,155,complete,yes,
smartrecruiters,Tidepool,,1,1,complete,yes,
smartrecruiters,Torstar,,9,9,complete,yes,
smartrecruiters,TownOfStonyPlain,,3,3,complete,yes,
smartrecruiters,TransatAT1,,46,46,complete,yes,
smartrecruiters,TurnerTownsend,Turner & Townsend,3270,3270,complete,yes,
smartrecruiters,TurnitinLLC,,46,46,complete,yes,
smartrecruiters,Twitter2,,12,12,complete,yes,
smartrecruiters,UKAtomicEnergyAuthority,,37,37,complete,yes,
smartrecruiters,UPROSPECT,,9,9,complete,yes,
smartrecruiters,USPhysicalTherapy2,US Physical Therapy,949,949,complete,yes,
smartrecruiters,UTAC,,52,52,complete,yes,
smartrecruiters,UmdaschGroup,Umdasch Group,191,191,complete,yes,
smartrecruiters,UncommonSchools,Uncommon Schools,97,97,complete,yes,
smartrecruiters,UnitekLearning,Unitek Learning,231,231,complete,yes,
smartrecruiters,UniversityHealthNetwork,University Health Network,178,178,complete,yes,
smartrecruiters,UpEducation,,60,60,complete,yes,
smartrecruiters,VITRUInternationalExecutiveRecruitment,,1,1,complete,yes,
smartrecruiters,ValeoFoods,,40,40,complete,yes,
smartrecruiters,VariosystemsAG,,51,51,complete,yes,
smartrecruiters,VelaaPrivateIslandMaldives,,1,1,complete,yes,
smartrecruiters,VentureMedia,,10,10,complete,yes,
smartrecruiters,Versant3,Versant,173,173,complete,yes,
smartrecruiters,Version1,Version 1,157,157,complete,yes,
smartrecruiters,Vetoquinol,,18,18,complete,yes,
smartrecruiters,Videotron,Videotron,79,79,complete,yes,
smartrecruiters,VillageVoice,,5,5,complete,yes,
smartrecruiters,VitosgGmbH,Vitos gGmbH,302,302,complete,yes,
smartrecruiters,VuoriInc,"Vuori, Inc",300,300,complete,yes,
smartrecruiters,VusionGroupSA,,60,60,complete,yes,
smartrecruiters,WAREMARenkhoffSE,,59,59,complete,yes,
smartrecruiters,WCGInternationalConsultantsLtd,,37,37,complete,yes,
smartrecruiters,WNSGlobalServices144,WNS Global Services,325,325,complete,yes,
smartrecruiters,WSHGroup,WSH Group,824,824,complete,yes,
smartrecruiters,WabashValleyPowerAlliance,,23,23,complete,yes,
smartrecruiters,WaiChowPublicSchoolSheungShui,,3,3,complete,yes,
smartrecruiters,Wavestone1,Wavestone,282,282,complete,yes,
smartrecruiters,WeAreRosie,,27,27,complete,yes,
smartrecruiters,WeledaBeneluxSE,,7,7,complete,yes,
smartrecruiters,WellmarkInc,,50,50,complete,yes,
smartrecruiters,WernerMertzGmbH,,36,36,complete,yes,
smartrecruiters,WesternSydneyUniversity,,25,25,complete,yes,
smartrecruiters,WetaWorkshop,,2,2,complete,yes,
smartrecruiters,Whitecollars,,9,9,complete,yes,
smartrecruiters,WildBrain,,15,15,complete,yes,
smartrecruiters,WilshireAdvisorsLLC,,16,16,complete,yes,
smartrecruiters,WinAir,,0,0,complete,yes,
smartrecruiters,WiserSolutions,,1,1,complete,yes,
smartrecruiters,WorldWildlifeFundInc1,,39,39,complete,yes,
smartrecruiters,Worthix,,3,3,complete,yes,
smartrecruiters,XceedSearchcom,,10,10,complete,yes,
smartrecruiters,Xplor,Xplor,249,249,complete,yes,
smartrecruiters,ZHDStevedores,,8,8,complete,yes,
smartrecruiters,ZenosyneKft,,1,1,complete,yes,
smartrecruiters,ZooplusSE,,31,31,complete,yes,
smartrecruiters,abbvie,AbbVie,1884,1884,complete,yes,
smartrecruiters,abercrombieandfitchco,,8,8,complete,yes,
smartrecruiters,actiniumpharmaceuticals,Actinium Pharmaceuticals,1,1,complete,yes,
smartrecruiters,aecom2,AECOM,5282,5282,complete,yes,
smartrecruiters,airespring1,,12,12,complete,yes,
smartrecruiters,allegro,Allegro,1,1,complete,yes,
smartrecruiters,alnylam,ALNYLAM PHARMACEUTICALS,10,10,complete,yes,
smartrecruiters,alset,Alset,1,1,complete,yes,
smartrecruiters,alten,ALTEN,1151,1151,complete,yes,
smartrecruiters,altersolutions,act digital,261,261,complete,yes,
smartrecruiters,archglobalservicesphilippinesinc,,46,46,complete,yes,
smartrecruiters,aristanetworks,Arista Networks,247,247,complete,yes,
smartrecruiters,asos,,61,61,complete,yes,
smartrecruiters,assent,,21,21,complete,yes,
smartrecruiters,assystem,ASSYSTEM,911,911,complete,yes,
smartrecruiters,astucemedia,,6,6,complete,yes,
smartrecruiters,aumovio,Aumovio,544,544,complete,yes,
smartrecruiters,auroradairies,,11,11,complete,yes,
smartrecruiters,auto1,AUTO1 Group,549,549,complete,yes,
smartrecruiters,avaloq1,Avaloq,145,145,complete,yes,
smartrecruiters,averydennison,Avery Dennison,457,457,complete,yes,
smartrecruiters,barriere,Barrière,382,382,complete,yes,
smartrecruiters,berlinerverkehrsbetriebebvg1,,32,32,complete,yes,
smartrecruiters,betsol,,21,21,complete,yes,
smartrecruiters,bew,,50,50,complete,yes,
smartrecruiters,beyondtrust,BeyondTrust,2,2,complete,yes,
smartrecruiters,bicycletherapeutics,,6,6,complete,yes,
smartrecruiters,bigcommerce,Bigcommerce,2,2,complete,yes,
smartrecruiters,bionanogenomics,Bionanogenomics,1,1,complete,yes,
smartrecruiters,blend360,Blend360,155,155,complete,yes,
smartrecruiters,blockdeliver,,5,5,complete,yes,
smartrecruiters,bloom,Bloom Energy,2,2,complete,yes,
smartrecruiters,boydgaming,Boyd Gaming,930,930,complete,yes,
smartrecruiters,brightspeed,,46,46,complete,yes,
smartrecruiters,brownbrown,Brown & Brown,2,2,complete,yes,
smartrecruiters,buildersfirstsource,Builders FirstSource,4,4,complete,yes,
smartrecruiters,caci,CACI,14,14,complete,yes,
smartrecruiters,canva,Canva,241,241,complete,yes,
smartrecruiters,cardiodiagnostics,CardioDiagnostics,2,2,complete,yes,
smartrecruiters,carsales,,38,38,complete,yes,
smartrecruiters,cdprojektred,,46,46,complete,yes,
smartrecruiters,celanese,celanese,5,5,complete,yes,
smartrecruiters,celestecek,,6,6,complete,yes,
smartrecruiters,cencora,Cencora,4,4,complete,yes,
smartrecruiters,cern,,59,59,complete,yes,
smartrecruiters,checkpointsoftwaretechnologies,Check Point Software Technologies,2,2,complete,yes,
smartrecruiters,chubbfiresecurity,,58,58,complete,yes,
smartrecruiters,cielo2,,79,79,complete,yes,
smartrecruiters,citycountyhealthcaregroupltd,City and County Healthcare Group Ltd,1310,1310,complete,yes,
smartrecruiters,clipboardhealth,Clipboard Health,1,1,complete,yes,
smartrecruiters,coface,Coface,241,241,complete,yes,
smartrecruiters,collabz,Collabz,1,1,complete,yes,
smartrecruiters,colliers,Colliers,105,105,complete,yes,
smartrecruiters,continental,Continental,795,795,complete,yes,
smartrecruiters,cooperautogroup,,45,45,complete,yes,
smartrecruiters,corizona,,2,2,complete,yes,
smartrecruiters,cova1,,3,3,complete,yes,
smartrecruiters,covista,Covista,354,354,complete,yes,
smartrecruiters,crealogix,,4,4,complete,yes,
smartrecruiters,cumberlandfarms,Cumberland Farms,23,23,complete,yes,
smartrecruiters,dailymotion,,9,9,complete,yes,
smartrecruiters,darbasllc,,4,4,complete,yes,
smartrecruiters,dataintellect,,32,32,complete,yes,
smartrecruiters,dcigroup,,7,7,complete,yes,
smartrecruiters,dominos,Domino's,24770,24770,complete,yes,
smartrecruiters,ecovadis,,31,31,complete,yes,
smartrecruiters,enertrag,ENERTRAG SE,101,101,complete,yes,
smartrecruiters,equinox,Equinox,706,706,complete,yes,
smartrecruiters,equus,Equus,247,247,complete,yes,
smartrecruiters,ergomed,Ergomed,105,105,complete,yes,
smartrecruiters,eversana1,EVERSANA,213,213,complete,yes,
smartrecruiters,evolution,Evolution,298,298,complete,yes,
smartrecruiters,expeditors,Expeditors,561,561,complete,yes,
smartrecruiters,experian,Experian,398,398,complete,yes,
smartrecruiters,freeport-mcmoran,Freeport-McMoRan,10,10,complete,yes,
smartrecruiters,freshworks,Freshworks,136,136,complete,yes,
smartrecruiters,fusionmedicalstaffing,Fusion Medical Staffing,1,1,complete,yes,
smartrecruiters,gong,Gong,9,9,complete,yes,
smartrecruiters,grab,Grab,427,427,complete,yes,
smartrecruiters,greenthumbindustries,Green Thumb Industries,1,1,complete,yes,
smartrecruiters,greenwave,Greenwave,1,1,complete,yes,
smartrecruiters,healthcare,Healthcare Triangle,1,1,complete,yes,
smartrecruiters,henryschein,Henry Schein,3,3,complete,yes,
smartrecruiters,hni,HNI,1,1,complete,yes,
smartrecruiters,hyatthotels,HYATT Hotels,1,1,complete,yes,
smartrecruiters,iad,,13,13,complete,yes,
smartrecruiters,ifs1,IFS,271,271,complete,yes,
smartrecruiters,indonesia,Indonesia,9,9,complete,yes,
smartrecruiters,inetum2,Inetum,1591,1591,complete,yes,
smartrecruiters,insightsoftware,,0,0,complete,yes,
smartrecruiters,intuitive,Intuitive,728,728,complete,yes,
smartrecruiters,ironmountain,Iron Mountain,1,1,complete,yes,
smartrecruiters,jobmobz1,,42,42,complete,yes,
smartrecruiters,juicebox,Juicebox,2,2,complete,yes,
smartrecruiters,justworks,Justworks,7,7,complete,yes,
smartrecruiters,kenvue,Kenvue,7,7,complete,yes,
smartrecruiters,kimberlyclark,Kimberly Clark,1,1,complete,yes,
smartrecruiters,kioxia,Kioxia,14,14,complete,yes,
smartrecruiters,knight,Knight Gayles,1,1,complete,yes,
smartrecruiters,lambweston,Lamb Weston,1,1,complete,yes,
smartrecruiters,lastminutecom,,11,11,complete,yes,
smartrecruiters,legendbiotech,Legend Biotech,5,5,complete,yes,
smartrecruiters,leonardodrs,Leonardo DRS,5,5,complete,yes,
smartrecruiters,liquidity,Liquidity,2,2,complete,yes,
smartrecruiters,livenationentertainment,Live Nation Entertainment,6,6,complete,yes,
smartrecruiters,lucidchart,Lucidchart,3,3,complete,yes,
smartrecruiters,ludwig,Ludwig,1,1,complete,yes,
smartrecruiters,lvmhperfumescosmetics,LVMH Perfumes & Cosmetics,77,77,complete,yes,
smartrecruiters,magellan,Magellan,421,421,complete,yes,
smartrecruiters,markel,Markel,1,1,complete,yes,
smartrecruiters,masdar,,27,27,complete,yes,
smartrecruiters,mgmresortsinternational,MGM Resorts International,5,5,complete,yes,
smartrecruiters,microchip,Microchip,9,9,complete,yes,
smartrecruiters,mirantis,,93,93,complete,yes,
smartrecruiters,mosaic,Mosaic ImmunoEngineering,3,3,complete,yes,
smartrecruiters,nagarro1,Nagarro,877,877,complete,yes,
smartrecruiters,nage1,,1,1,complete,yes,
smartrecruiters,natureO,,19,19,complete,yes,
smartrecruiters,nauticusrobotics,Nauticus Robotics,1,1,complete,yes,
smartrecruiters,navitas,Navitas,47,47,complete,yes,
smartrecruiters,nbcuniversal3,NBCUniversal,391,391,complete,yes,
smartrecruiters,netcompany1,Netcompany,185,185,complete,yes,
smartrecruiters,netskope,Netskope,8,8,complete,yes,
smartrecruiters,newrelic,New Relic,3,3,complete,yes,
smartrecruiters,northwesternmedicine,Northwestern Memorial Healthcare,1428,1428,complete,yes,
smartrecruiters,norwegiancruiseline,Norwegian Cruise Line,5,5,complete,yes,
smartrecruiters,novavax,Novavax,3,3,complete,yes,
smartrecruiters,numberly,,2,2,complete,yes,
smartrecruiters,oceanagold,OceanaGold,63,63,complete,yes,
smartrecruiters,olin,OLIN,1,1,complete,yes,
smartrecruiters,oricpharmaceuticals,ORIC Pharmaceuticals,3,3,complete,yes,
smartrecruiters,ormat,Ormat,13,13,complete,yes,
smartrecruiters,outdoor,outdoor,2,2,complete,yes,
smartrecruiters,p2,P,1,1,complete,yes,
smartrecruiters,palantir,Palantir Technologies,10,10,complete,yes,
smartrecruiters,paradox,Paradox,6,6,complete,yes,
smartrecruiters,pentair,Pentair,1,1,complete,yes,
smartrecruiters,pinwheel,pinwheel,1,1,complete,yes,
smartrecruiters,priviahealth,Privia Health,42,42,complete,yes,
smartrecruiters,prosidianconsulting,"ProSidian Consulting, LLC",4021,4021,complete,yes,
smartrecruiters,publicstorage,Public Storage,684,684,complete,yes,
smartrecruiters,radian,Radian,4,4,complete,yes,
smartrecruiters,redcare-pharmacy,Redcare Pharmacy,253,253,complete,yes,
smartrecruiters,resmed,Resmed,2,2,complete,yes,
smartrecruiters,rythm,RYTHM,1,1,complete,yes,
smartrecruiters,sandisk,Sandisk,309,309,complete,yes,
smartrecruiters,sangamo,Sangamo,1,1,complete,yes,
smartrecruiters,securitas,Securitas,1241,1241,complete,yes,
smartrecruiters,seekout,SeekOut,10,10,complete,yes,
smartrecruiters,servicenow,ServiceNow,645,645,complete,yes,
smartrecruiters,servicetitan,ServiceTitan,8,8,complete,yes,
smartrecruiters,sezzle,Sezzle,1,1,complete,yes,
smartrecruiters,shakeshack,Shake Shack,1,1,complete,yes,
smartrecruiters,sigmasoftware2,Sigma Software,103,103,complete,yes,
smartrecruiters,siloamcareers,Siloam Hospitals Group,689,689,complete,yes,
smartrecruiters,smart,Smart,1,1,complete,yes,
smartrecruiters,smartrecruiters,,1,1,complete,yes,
smartrecruiters,somfygroup,,79,79,complete,yes,
smartrecruiters,sonicautomotive,SONIC AUTOMOTIVE,409,409,complete,yes,
smartrecruiters,sportradar,Sportradar,80,80,complete,yes,
smartrecruiters,stepstone,StepStone,3,3,complete,yes,
smartrecruiters,stifel,Stifel,1,1,complete,yes,
smartrecruiters,syngentagroup,Syngenta Group,530,530,complete,yes,
smartrecruiters,tal,TAL,60,60,complete,yes,
smartrecruiters,talentnavigationexperts,,9,9,complete,yes,
smartrecruiters,techo-bloc,,70,70,complete,yes,
smartrecruiters,temperzone,,9,9,complete,yes,
smartrecruiters,terrascope,Terrascope,2,2,complete,yes,
smartrecruiters,timocomgmbh1,,4,4,complete,yes,
smartrecruiters,tipico,Tipico,176,176,complete,yes,
smartrecruiters,together,Together AI,30,30,complete,yes,
smartrecruiters,tradedesk,TradeDesk,1,1,complete,yes,
smartrecruiters,u-haul,U-Haul,7,7,complete,yes,
smartrecruiters,uber,Uber,1,1,complete,yes,
smartrecruiters,ubisoft2,Ubisoft,301,301,complete,yes,
smartrecruiters,unifydots,,8,8,complete,yes,
smartrecruiters,unit44,,41,41,complete,yes,
smartrecruiters,vci,VCI,1,1,complete,yes,
smartrecruiters,veoliaenvironnementsa,Veolia Environnement SA,2971,2971,complete,yes,
smartrecruiters,visa,VISA,0,0,complete,yes,
smartrecruiters,wayfair,Wayfair,1,1,complete,yes,
smartrecruiters,westerndigital,Western Digital,337,337,complete,yes,
smartrecruiters,wise,Wise,428,428,complete,yes,
smartrecruiters,wix2,,61,61,complete,yes,
smartrecruiters,wynnresorts,Wynn Resorts,148,148,complete,yes,
smartrecruiters,zooz,Zooz,1,1,complete,yes,
workable,1-stopasia,,3,,unverifiable,no,
workable,1000heads,,8,,unverifiable,no,
workable,1915-south-ashley,1915 South / Ashley,75,,unverifiable,no,
workable,1global,,38,,unverifiable,no,
workable,1kosmos,,12,,unverifiable,no,
workable,2-1-1-big-bend,,1,,unverifiable,no,
workable,2070health,2070Health,107,,unverifiable,no,
workable,28stone,,1,,unverifiable,no,
workable,315,,8,,unverifiable,no,
workable,3degrees,,3,,unverifiable,no,
workable,3e,,10,,unverifiable,no,
workable,7thsense,,6,,unverifiable,no,
workable,99xbrazil,,1,,unverifiable,no,
workable,9dtechnologies-1,,4,,unverifiable,no,
workable,a-hatzopoulos-sa,,6,,unverifiable,no,
workable,a-la-carte-solutions,,2,,unverifiable,no,
workable,a-more-perfect-union-the-jewish-partnership-for-democracy,,0,,unverifiable,no,
workable,a17,,2,,unverifiable,no,
workable,a2e-technologies-1,,9,,unverifiable,no,
workable,a2mac1,,38,,unverifiable,no,
workable,aaaspecialty,,3,,unverifiable,no,
workable,aand-m-architects-sa,,1,,unverifiable,no,
workable,aardvark-studios,,5,,unverifiable,no,
workable,abakus-center,,11,,unverifiable,no,
workable,abc-center,,16,,unverifiable,no,
workable,abcom,,26,,unverifiable,no,
workable,abi-hiring,,7,,unverifiable,no,
workable,abis,,87,,unverifiable,no,
workable,abm-careers,ABM UK,165,,unverifiable,no,
workable,abpipeliners,,7,,unverifiable,no,
workable,abtrace,,15,,unverifiable,no,
workable,abu-dhabi-investment-council,,4,,unverifiable,no,
workable,abzorbagames,,0,,unverifiable,no,
workable,academy-of-medical-sciences,,1,,unverifiable,no,
workable,accellor,,34,,unverifiable,no,
workable,accepted-ltd,,5,,unverifiable,no,
workable,access-bank,,36,,unverifiable,no,
workable,access-services-3,,22,,unverifiable,no,
workable,accessorypower,,1,,unverifiable,no,
workable,acclaro,,23,,unverifiable,no,
workable,accordia,,2,,unverifiable,no,
workable,accurant,,6,,unverifiable,no,
workable,acdisaster,,9,,unverifiable,no,
workable,ace-it-careers-1,,8,,unverifiable,no,
workable,ackerherz,,4,,unverifiable,no,
workable,action-against-hunger,,0,,unverifiable,no,
workable,action-day-schools,,10,,unverifiable,no,
workable,action1,,16,,unverifiable,no,
workable,actionline-ltd,,55,,unverifiable,no,
workable,actionstep,,7,,unverifiable,no,
workable,activ-2,,3,,unverifiable,no,
workable,activate-interactive-pte-ltd,Activate Interactive Pte Ltd,94,,unverifiable,no,
workable,activatecare,,15,,unverifiable,no,
workable,activtrak,,2,,unverifiable,no,
workable,acuity-insights,,6,,unverifiable,no,
workable,adia,,9,,unverifiable,no,
workable,admirals,,1,,unverifiable,no,
workable,adoreal,,15,,unverifiable,no,
workable,adree,,6,,unverifiable,no,
workable,advancial,,6,,unverifiable,no,
workable,advansys-esc-1,,43,,unverifiable,no,
workable,advantmed,Advantmed,139,,unverifiable,no,
workable,advisacare-2,AdvisaCare,257,,unverifiable,no,
workable,aerones,,24,,unverifiable,no,
workable,aetos-systems-inc,,11,,unverifiable,no,
workable,agad-technology,,9,,unverifiable,no,
workable,agcp,,4,,unverifiable,no,
workable,agile-robots,,2,,unverifiable,no,
workable,agileactors,,28,,unverifiable,no,
workable,agility,,20,,unverifiable,no,
workable,ahsproperties,,29,,unverifiable,no,
workable,ai-acquisition,,20,,unverifiable,no,
workable,aidey,,15,,unverifiable,no,
workable,aion,,9,,unverifiable,no,
workable,airhelp,,6,,unverifiable,no,
workable,airrack,,11,,unverifiable,no,
workable,airs-medical-inc,,14,,unverifiable,no,
workable,ajaia,,43,,unverifiable,no,
workable,akeno,,3,,unverifiable,no,
workable,al-goodbody,,22,,unverifiable,no,
workable,alaro-city,,19,,unverifiable,no,
workable,albert-bartlett,,47,,unverifiable,no,
workable,albi,,12,,unverifiable,no,
workable,alcemy,,1,,unverifiable,no,
workable,alex-staff-agency-careers,,15,,unverifiable,no,
workable,alexanders,,1,,unverifiable,no,
workable,algaecal,,22,,unverifiable,no,
workable,allego-1,,0,,unverifiable,no,
workable,allen-shariff-corporation,,8,,unverifiable,no,
workable,allgrandbrands,,5,,unverifiable,no,
